0.0,0.002
0.0,0.004
0.0,0.006
0.0,0.008
0.0,0.01
0.0,0.012
0.0,0.014
0.0,0.016
0.0,0.018
0.0,0.02
0.0,0.022
0.0,0.024
0.0,0.026
0.0,0.028
0.0,0.03
0.0,0.032
0.0,0.034
0.0,0.036
0.0,0.038
0.0,0.04
0.0,0.042
0.0,0.044
0.0,0.046
0.0,0.048
0.0,0.05
0.0,0.052
0.0,0.054
0.0,0.056
0.0,0.058
0.0,0.06
0.0,0.062
0.0,0.064
0.0,0.066
0.0,0.068
0.0,0.07
0.0,0.072
0.0,0.074
0.0,0.076
0.0,0.078
0.0,0.08
0.0,0.082
0.0,0.084
0.0,0.086
0.0,0.088
0.0,0.09
0.0,0.092
0.0,0.094
0.0,0.096
0.0,0.098
0.0,0.1
0.0,0.102
0.0,0.104
0.0,0.106
0.0,0.108
0.0,0.11
0.0,0.112
0.0,0.114
0.0,0.116
0.0,0.118
0.0,0.12
0.0,0.122
0.0,0.124
0.0,0.126
0.0,0.128
0.0,0.13
0.0,0.132
0.0,0.134
0.0,0.136
0.0,0.138
0.0,0.14
0.0,0.142
0.0,0.144
0.0,0.146
0.0,0.148
0.0,0.15
0.0,0.152
0.0,0.154
0.0,0.156
0.0,0.158
0.0,0.16
0.0,0.162
0.0,0.164
0.0,0.166
0.0,0.168
0.0,0.17
0.0,0.172
0.0,0.174
0.0,0.176
0.0,0.178
0.0,0.18
0.0,0.182
0.0,0.184
0.0,0.186
0.0,0.188
0.0,0.19
0.0,0.192
0.0,0.194
0.0,0.196
0.0,0.198
0.0,0.2
0.0,0.202
0.0,0.204
0.0,0.206
0.0,0.208
0.0,0.21
0.0,0.212
0.0,0.214
0.0,0.216
0.0,0.218
0.0,0.22
0.0,0.222
0.0,0.224
0.0,0.226
0.0,0.228
0.0,0.23
0.0,0.232
0.0,0.234
0.0,0.236
0.0,0.238
0.0,0.24
0.0,0.242
0.0,0.244
0.0,0.246
0.0,0.248
0.0,0.25
0.0,0.252
0.0,0.254
0.0,0.256
0.0,0.258
0.0,0.26
0.0,0.262
0.0,0.264
0.0,0.266
0.0,0.268
0.0,0.27
0.0,0.272
0.0,0.274
0.0,0.276
0.0,0.278
0.0,0.28
0.0,0.282
0.0,0.284
0.0,0.286
0.0,0.288
0.0,0.29
0.0,0.292
0.0,0.294
0.0,0.296
0.0,0.298
0.0,0.3
0.0,0.302
0.0,0.304
0.0,0.306
0.0,0.308
0.0,0.31
0.0,0.312
0.0,0.314
0.0,0.316
0.0,0.318
0.0,0.32
0.0,0.322
0.0,0.324
0.0,0.326
0.0,0.328
0.0,0.33
0.0,0.332
0.0,0.334
0.0,0.336
0.0,0.338
0.0,0.34
0.0,0.342
0.0,0.344
0.0,0.346
0.0,0.348
0.0,0.35
0.0,0.352
0.0,0.354
0.0,0.356
0.0,0.358
0.0,0.36
0.0,0.362
0.0,0.364
0.0,0.366
0.0,0.368
0.0,0.37
0.0,0.372
0.0,0.374
0.0,0.376
0.002,0.376
0.002,0.378
0.002,0.38
0.002,0.382
0.002,0.384
0.002,0.386
0.002,0.388
0.004,0.388
0.004,0.39
0.004,0.392
0.004,0.394
0.004,0.396
0.004,0.398
0.006,0.398
0.006,0.4
0.006,0.402
0.006,0.404
0.008,0.404
0.008,0.406
0.008,0.408
0.008,0.41
0.008,0.412
0.008,0.414
0.008,0.416
0.008,0.418
0.008,0.42
0.008,0.422
0.008,0.424
0.01,0.424
0.01,0.426
0.01,0.428
0.01,0.43
0.01,0.432
0.01,0.434
0.01,0.436
0.01,0.438
0.01,0.44
0.01,0.442
0.01,0.444
0.01,0.446
0.01,0.448
0.01,0.45
0.01,0.452
0.01,0.454
0.01,0.456
0.01,0.458
0.01,0.46
0.01,0.462
0.01,0.464
0.01,0.466
0.01,0.468
0.01,0.47
0.01,0.472
0.01,0.474
0.01,0.476
0.01,0.478
0.01,0.48
0.01,0.482
0.01,0.484
0.01,0.486
0.01,0.488
0.01,0.49
0.01,0.492
0.01,0.494
0.01,0.496
0.01,0.498
0.01,0.5
0.01,0.502
0.01,0.504
0.01,0.506
0.01,0.508
0.01,0.51
0.01,0.512
0.01,0.514
0.01,0.516
0.01,0.518
0.01,0.52
0.01,0.522
0.01,0.524
0.01,0.526
0.01,0.528
0.01,0.53
0.01,0.532
0.01,0.534
0.01,0.536
0.01,0.538
0.01,0.54
0.01,0.542
0.01,0.544
0.01,0.546
0.01,0.548
0.01,0.55
0.01,0.552
0.01,0.554
0.01,0.556
0.01,0.558
0.01,0.56
0.01,0.562
0.01,0.564
0.01,0.566
0.01,0.568
0.012,0.568
0.012,0.57
0.012,0.572
0.012,0.574
0.012,0.576
0.012,0.578
0.012,0.58
0.012,0.582
0.012,0.584
0.012,0.586
0.012,0.588
0.012,0.59
0.012,0.592
0.012,0.594
0.012,0.596
0.014,0.596
0.014,0.598
0.014,0.6
0.014,0.602
0.014,0.604
0.014,0.606
0.014,0.608
0.014,0.61
0.014,0.612
0.014,0.614
0.014,0.616
0.014,0.618
0.014,0.62
0.014,0.622
0.014,0.624
0.014,0.626
0.014,0.628
0.014,0.63
0.014,0.632
0.014,0.634
0.014,0.636
0.014,0.638
0.014,0.64
0.014,0.642
0.014,0.644
0.014,0.646
0.014,0.648
0.014,0.65
0.016,0.65
0.016,0.652
0.018,0.652
0.018,0.654
0.018,0.656
0.018,0.658
0.018,0.66
0.018,0.662
0.018,0.664
0.018,0.666
0.02,0.666
0.02,0.668
0.02,0.67
0.02,0.672
0.02,0.674
0.02,0.676
0.02,0.678
0.02,0.68
0.02,0.682
0.02,0.684
0.022,0.684
0.024,0.684
0.024,0.686
0.024,0.688
0.024,0.69
0.024,0.692
0.024,0.694
0.024,0.696
0.024,0.698
0.024,0.7
0.024,0.702
0.024,0.704
0.024,0.706
0.026,0.706
0.026,0.708
0.026,0.71
0.026,0.712
0.028,0.712
0.028,0.714
0.03,0.714
0.03,0.716
0.03,0.718
0.032,0.718
0.032,0.72
0.032,0.722
0.032,0.724
0.034,0.724
0.034,0.726
0.034,0.728
0.034,0.73
0.034,0.732
0.034,0.734
0.034,0.736
0.034,0.738
0.034,0.74
0.036,0.74
0.036,0.742
0.036,0.744
0.036,0.746
0.036,0.748
0.036,0.75
0.036,0.752
0.038,0.752
0.04,0.752
0.04,0.754
0.04,0.756
0.04,0.758
0.04,0.76
0.04,0.762
0.04,0.764
0.04,0.766
0.04,0.768
0.04,0.77
0.04,0.772
0.04,0.774
0.04,0.776
0.04,0.778
0.04,0.78
0.04,0.782
0.04,0.784
0.04,0.786
0.04,0.788
0.04,0.79
0.04,0.792
0.04,0.794
0.042,0.794
0.042,0.796
0.042,0.798
0.042,0.8
0.042,0.802
0.042,0.804
0.042,0.806
0.042,0.808
0.042,0.81
0.042,0.812
0.042,0.814
0.042,0.816
0.042,0.818
0.042,0.82
0.042,0.822
0.042,0.824
0.042,0.826
0.042,0.828
0.042,0.83
0.042,0.832
0.044,0.832
0.044,0.834
0.044,0.836
0.044,0.838
0.044,0.84
0.044,0.842
0.044,0.844
0.044,0.846
0.046,0.846
0.046,0.848
0.046,0.85
0.046,0.852
0.046,0.854
0.046,0.856
0.046,0.858
0.046,0.86
0.046,0.862
0.046,0.864
0.046,0.866
0.046,0.868
0.046,0.87
0.046,0.872
0.046,0.874
0.046,0.876
0.048,0.876
0.05,0.876
0.052,0.876
0.052,0.878
0.052,0.88
0.054,0.88
0.054,0.882
0.056,0.882
0.056,0.884
0.058,0.884
0.06,0.884
0.062,0.884
0.062,0.886
0.064,0.886
0.066,0.886
0.068,0.886
0.068,0.888
0.07,0.888
0.072,0.888
0.074,0.888
0.074,0.89
0.074,0.892
0.076,0.892
0.076,0.894
0.078,0.894
0.08,0.894
0.082,0.894
0.082,0.896
0.082,0.898
0.082,0.9
0.082,0.902
0.082,0.904
0.082,0.906
0.082,0.908
0.084,0.908
0.084,0.91
0.086,0.91
0.086,0.912
0.086,0.914
0.088,0.914
0.088,0.916
0.09,0.916
0.09,0.918
0.092,0.918
